wave_id,wait_time_ms,x_end,std_all,std_tail_50,max_dev_tail_50,settling_trend,ringing_energy,max_slope,stability_ratio,pred_wait_time_ms,error_ms,abs_error_ms
75.0,2.83,3.1106218136034385,0.4107653724713188,0.0020283898482418,0.0071417705177796,1.0403029547676004,6.84962886829587,0.092548537941606,0.0049380740910564,2.928557,0.09855691909790032,0.09855691909790032
76.0,3.98,2.103622062956741,0.2918155367907689,0.0024673106209839,0.0084706866690438,0.9805543040466688,6.541839245686878,0.0658390153534504,0.0084550351213751,4.081208,0.10120822906494142,0.10120822906494142
77.0,7.88,1.0013211109396365,0.1525653793006182,0.0019590539052684,0.0064204727153377,1.2068022046120168,7.817874498956751,0.0597549241193409,0.0128407499880265,7.5775676,-0.30243242263793935,0.30243242263793935
78.0,4.47,1.5576659654549905,0.1916229010576594,0.0023113323746827,0.0098617941632286,1.0800144603163873,6.893466532327124,0.0632551685526941,0.0120618796076227,4.5916467,0.12164667129516626,0.12164667129516626
79.0,6.49,1.7637333689330987,0.2953156896866072,0.0021061397423881,0.0079588070112548,1.2388090693457068,8.723299000853258,0.0605657845014648,0.0071318247177838,6.4729676,-0.017032375335693573,0.017032375335693573
80.0,6.91,2.6931913816387087,0.4764620077967545,0.0025371945027978,0.0092338706879884,1.0223289667105833,9.325664408893228,0.067755881650845,0.0053250720014492,6.589772,-0.3202277755737306,0.3202277755737306
81.0,3.84,1.9231357832696845,0.2648683688416824,0.0026609123014417,0.0076970311418163,1.0161843638560106,6.501094836947855,0.0677547709282154,0.0100461686045497,3.86095,0.020949993133545064,0.020949993133545064
82.0,3.45,0.9903998809641916,0.1153325372448528,0.0024204383139325,0.0072800493936775,1.0357061325848584,5.482509658508466,0.0543607006369566,0.0209866040474536,3.497011,0.04701094627380353,0.04701094627380353
83.0,4.48,1.4410968380192768,0.1814561726403971,0.0024236259915331,0.0105553488375922,1.0839261313729986,6.74509138244615,0.0673589269080922,0.0133565364181885,4.505345,0.025344867706298402,0.025344867706298402
84.0,3.98,1.811520408956918,0.2364422398022819,0.0019238346069265,0.0057431709097532,1.1723552755369404,6.533092717079871,0.0676084139053836,0.0081365943767013,4.0447392,0.06473924636840822,0.06473924636840822
85.0,3.42,1.5418769012271551,0.193820931029673,0.0026307859667888,0.0074251757512997,1.0251210920948597,6.05963437150457,0.0601765734132284,0.0135732809621721,3.640482,0.22048194885253913,0.22048194885253913
86.0,4.49,2.842305772491029,0.3974249234980972,0.0023493643962293,0.0085949425860003,0.9428681177659342,7.410260846366725,0.0837948657745314,0.0059114671763385,4.3387804,-0.15121959686279318,0.15121959686279318
87.0,5.49,1.688246570423734,0.2559299152096033,0.0024145994381232,0.0049749712295885,0.9813588106320325,7.696772172710428,0.056030975397311,0.0094346119198731,5.276105,-0.21389507293701193,0.21389507293701193
88.0,4.49,1.6801393821098662,0.2198344085847551,0.0026658230008474,0.0091740059532139,0.9597574243845792,7.319578905787854,0.0652646723598817,0.0121265046990728,4.669496,0.1794960594177244,0.1794960594177244
89.0,3.86,2.559688252271429,0.3624999664583957,0.0025907431641057,0.0108723329240159,0.962484853327902,7.098847303083511,0.0755328867054141,0.0071468783356596,3.9283895,0.06838954925537122,0.06838954925537122
90.0,3.88,2.495934970652446,0.3458910756902776,0.0022675416951113,0.0077528887834938,0.9791140455783208,6.972116455775744,0.0843835503777176,0.0065556524811474,3.8409054,-0.039094572067260636,0.039094572067260636
91.0,4.82,2.99741088754328,0.4974662557126134,0.0021292095573007,0.00530952671228,1.155014078238343,8.55335608362439,0.0685477646809237,0.0042801085069992,4.772851,-0.04714900970459013,0.04714900970459013
92.0,3.36,2.5409792452844937,0.3093645031716526,0.0026107509173802,0.0065412095239349,0.9267515808653624,6.548754457788819,0.0898781871153406,0.0084390771474275,3.3514647,-0.008535251617431516,0.008535251617431516
93.0,3.44,1.9142737230442912,0.2195421436755201,0.0025610297752098,0.0095000854903515,0.9309475367245268,6.437292276397937,0.0997544182672247,0.0116653218405739,3.5450613,0.10506134986877447,0.10506134986877447
94.0,3.97,1.3104660218667308,0.1637900900002793,0.0024758047634497,0.0057456798447397,0.9035815224862128,6.198892231951726,0.0582035809083826,0.0151157176135002,3.875319,-0.0946809959411623,0.0946809959411623
95.0,3.46,1.7662658999219625,0.2015491792831087,0.0028393091341617,0.0142570976544598,0.8598845421798346,6.262692461159187,0.0699015561224039,0.0140874258589069,3.4353402,-0.02465983390808102,0.02465983390808102
96.0,6.97,2.026250799432761,0.349848128961148,0.0024300432914119,0.0061667285941644,1.0566420351996415,9.229492211932389,0.073297735661971,0.0069459947997486,6.1568165,-0.8131835174560544,0.8131835174560544
97.0,3.49,2.304119466487584,0.2791901815912584,0.002745735780281,0.0077555936882336,0.954886931658924,6.456933504221476,0.0773084243673025,0.00983464301931,3.5381181,0.0481181240081785,0.0481181240081785
98.0,3.46,2.149910829130245,0.2581231777876427,0.0025864349127227,0.0079494016197911,0.9676993173594756,6.513437399311493,0.0947682436676519,0.0100201575266147,3.5233166,0.06331662178039554,0.06331662178039554
99.0,3.93,2.663435759430922,0.3561151259964808,0.002406042602916,0.0117054697221918,1.033152892660703,6.940709552064499,0.086938753739192,0.0067563616946265,3.8762772,-0.05372279167175309,0.05372279167175309
100.0,9.8,0.8701535387026518,0.146289630358529,0.0021771923441826,0.005412538718609,1.0597371282044878,8.632013763918184,0.0432862397873712,0.0148827522768631,9.204345,-0.5956552505493171,0.5956552505493171
